City,Latitude,Longtitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Time of Data,Country Code
Mergen,49.18,125.22,74.52,67,97,8.37,1596152929,CN
Yar-Sale,66.83,70.83,52.16,78,0,6.49,1596152809,RU
Sorong,-0.88,131.25,79.54,86,38,11.43,1596152929,ID
Broome,42.25,-75.83,75.0,69,75,6.93,1596152930,US
Los Llanos de Aridane,28.66,-17.92,73.4,69,90,16.11,1596152930,ES
Taunsa,30.7,70.65,91.42,46,73,5.41,1596152930,PK
Goderich,43.75,-81.72,72.0,79,3,9.78,1596152731,CA
Aquiraz,-3.9,-38.39,78.8,74,7,6.93,1596152653,BR
College,64.86,-147.8,78.8,44,75,13.24,1596152663,US
Along,28.17,94.77,72.77,90,97,0.67,1596152931,IN
Toamasina,-18.17,49.38,66.87,87,1,3.02,1596152931,MG
Vila,42.03,-8.16,66.99,85,0,1.95,1596152932,PT
Bengkulu,-3.8,102.27,75.4,90,88,8.41,1596152932,ID
Martil,35.62,-5.28,78.8,88,90,3.36,1596152932,MA
Laas,46.62,10.7,64.99,100,40,3.36,1596152932,IT
Pacific Grove,36.62,-121.92,71.01,60,1,10.29,1596152933,US
Bassano,50.78,-112.47,84.99,48,0,4.0,1596152933,CA
Merauke,-8.47,140.33,78.67,73,8,14.81,1596152933,ID
Sambava,-14.27,50.17,68.49,86,9,7.49,1596152933,MG
Albanel,48.88,-72.45,66.2,77,75,3.36,1596152933,CA
Sunrise Manor,36.21,-115.07,111.2,7,1,6.93,1596152934,US
Santa Cruz,30.42,-9.6,75.2,64,58,3.36,1596152934,MA
Ancud,-41.87,-73.82,46.99,93,75,10.29,1596152934,CL
San Felipe,10.34,-68.74,75.25,83,89,4.43,1596152935,VE
Podosinovets,60.28,47.07,52.12,95,2,8.1,1596152935,RU
Abashiri,44.02,144.27,75.99,69,20,3.36,1596152935,JP
Forsytheganj,52.63,29.73,53.6,90,57,6.58,1596152935,BY
Cabedelo,-6.98,-34.83,73.4,94,14,5.82,1596152936,BR
Nacala,-14.54,40.67,62.6,72,0,8.05,1596152936,MZ
Vitez,44.15,17.79,73.4,88,13,3.36,1596152936,BA
Telêmaco Borba,-24.32,-50.62,52.03,84,72,4.34,1596152936,BR
La Asuncion,11.03,-63.86,93.2,63,17,9.17,1596152936,VE
São Filipe,14.9,-24.5,75.6,84,26,7.52,1596152937,CV
Sumbe,-11.21,13.84,69.22,88,8,9.28,1596152937,AO
Shabo,46.13,30.39,71.6,88,20,8.95,1596152937,UA
Miles City,46.41,-105.84,96.8,15,1,5.82,1596152937,US
Bireun,5.2,96.7,77.47,72,100,5.26,1596152938,ID
Limenaria,40.63,24.58,80.89,64,0,3.53,1596152859,GR
Evensk,61.95,159.23,52.03,79,100,12.62,1596152938,RU
Nanortalik,60.14,-45.24,43.86,87,100,7.61,1596152908,GL
Baripāda,21.93,86.72,81.32,83,100,5.7,1596152939,IN
Chodavaram,17.83,82.95,80.6,94,40,4.7,1596152939,IN
Say,13.1,2.37,87.53,54,13,11.41,1596152939,NE
Maragogi,-9.01,-35.22,73.08,84,12,10.63,1596152939,BR
Omsukchan,62.53,155.8,43.57,82,100,13.24,1596152940,RU
Ukiah,39.15,-123.21,98.6,12,1,6.93,1596152940,US
Wilmington Island,32.0,-80.97,84.2,79,20,11.41,1596152697,US
Porto Belo,-27.16,-48.55,61.0,77,90,4.7,1596152940,BR
Tezu,27.92,96.17,75.24,87,100,2.55,1596152940,IN
Chabahar,25.29,60.64,84.04,83,13,11.5,1596152941,IR
Yangambi,0.81,24.43,72.21,75,1,1.95,1596152941,CD
Mahajanga,-15.72,46.32,72.99,79,0,5.21,1596152941,MG
Hong Kong,22.29,114.16,82.99,83,40,18.34,1596152744,HK
Yārāda,17.65,83.27,80.6,94,40,4.7,1596152942,IN
Dawei,14.08,98.2,78.62,86,91,0.45,1596152942,MM
Sola,-13.88,167.55,79.88,84,46,14.85,1596152942,VU
Hasaki,35.73,140.83,73.4,94,75,2.24,1596152923,JP
Hokitika,-42.72,170.97,53.37,68,100,6.04,1596152942,NZ
Nālūt,30.33,10.85,78.22,29,0,11.18,1596152921,LY
Cabra,37.47,-4.44,86.0,55,0,6.93,1596152943,ES
Ahipara,-35.17,173.17,60.3,70,100,13.56,1596152943,NZ
Paamiut,61.99,-49.67,47.77,91,83,8.61,1596152943,GL
Havelock,34.88,-76.9,82.99,86,62,12.08,1596152875,US
Riviere-au-Renard,49.0,-64.4,64.4,93,90,5.82,1596152944,CA
Kanniyākumāri,8.08,77.57,79.5,81,69,15.43,1596152944,IN
Pimentel,-6.84,-79.93,60.51,87,16,12.48,1596152944,PE
Jinzhou,41.11,121.14,83.97,65,64,15.23,1596152944,CN
Hualmay,-11.1,-77.61,60.93,80,5,6.02,1596152945,PE
Dakar,14.69,-17.44,82.4,78,75,16.11,1596152679,SN
Beringovskiy,63.05,179.32,49.73,87,99,13.35,1596152945,RU
Rundu,-17.93,19.77,51.82,45,0,5.95,1596152945,NA
Ndélé,8.41,20.65,69.19,96,30,2.89,1596152945,CF
Leshukonskoye,64.9,45.76,52.18,64,98,8.61,1596152946,RU
Punalūr,9.0,76.93,78.8,88,75,2.24,1596152946,IN
Uppsala County,60.0,17.75,57.99,100,98,12.75,1596152895,SE
Bilibino,68.05,166.44,52.21,58,80,5.12,1596152946,RU
Ostrovnoy,68.05,39.51,50.45,85,65,13.94,1596152947,RU
Tiarei,-17.53,-149.33,84.2,70,75,9.17,1596152947,PF
Tonota,-21.48,27.48,50.41,46,0,4.97,1596152947,BW
Nizhniy Ingash,56.2,96.53,60.58,94,75,5.91,1596152947,RU
Usol'ye,59.43,56.68,63.0,100,100,1.99,1596152948,RU
Carlsbad,33.16,-117.35,82.99,73,1,14.99,1596152948,US
Izhma,65.01,53.91,48.87,87,57,5.86,1596152948,RU
Biggar,55.62,-3.52,57.0,35,96,1.99,1596152948,GB
Bay Roberts,47.6,-53.26,61.0,100,99,3.31,1596152902,CA
Margherita,27.28,95.68,77.0,94,75,4.7,1596152949,IN
Hailar,49.2,119.7,68.74,81,78,10.42,1596152949,CN
Bentiu,9.23,29.83,71.94,94,100,2.33,1596152949,SS
Adelaide,-34.93,138.6,59.0,87,40,5.82,1596152901,AU
Constitución,-35.33,-72.42,51.69,80,100,2.42,1596152950,CL
Sayyan,15.17,44.32,56.41,89,100,7.34,1596152950,YE
Tāndā,26.55,82.65,80.26,88,70,2.82,1596152950,IN
Rock Springs,41.59,-109.2,84.2,14,1,5.82,1596152950,US
Coyah,9.75,-13.42,74.89,92,100,2.89,1596152950,GN
Tarakan,3.3,117.63,79.41,83,100,10.87,1596152951,ID
Boyolangu,-8.12,111.89,73.17,86,68,4.52,1596152951,ID
Sundsvall,62.39,17.31,55.99,93,65,9.17,1596152951,SE
Petropavlovsk-Kamchatskiy,53.05,158.65,59.0,100,90,6.71,1596152951,RU
Angoche,-16.23,39.91,70.21,65,0,14.41,1596152952,MZ
Masty,53.41,24.54,53.08,89,29,8.08,1596152952,BY
Khairpur,27.53,68.76,87.8,70,40,11.41,1596152952,PK
Rolla,37.95,-91.77,84.99,74,20,5.82,1596152812,US
Prince Rupert,54.32,-130.32,71.6,56,1,5.82,1596152952,CA
Lavumisa,-27.31,31.89,55.99,85,0,3.06,1596152953,SZ
Wairoa,-39.03,177.37,59.0,52,89,8.01,1596152953,NZ
Byron Bay,-28.65,153.62,61.0,63,42,12.75,1596152953,AU
Sumenep,-7.02,113.87,77.74,72,64,2.24,1596152953,ID
Sapa,5.15,120.32,83.46,77,100,14.29,1596152954,PH
Pontian Kecil,1.48,103.39,80.01,100,40,8.05,1596152954,MY
Manokwari,-0.87,134.08,83.23,67,64,1.5,1596152954,ID
Mandalgovi,45.76,106.27,68.25,46,0,6.91,1596152908,MN
Zyryanka,65.75,150.85,55.47,48,99,7.47,1596152955,RU
Loandjili,-4.76,11.86,70.81,84,21,5.5,1596152955,CG
Camapuã,-19.53,-54.04,69.71,56,32,7.52,1596152955,BR
Santa Cruz de la Sierra,-17.8,-63.17,64.4,52,2,3.36,1596152703,BO
Soyo,-6.13,12.37,71.24,84,32,5.37,1596152955,AO
Gopālur,16.62,77.8,76.41,89,93,6.89,1596152956,IN
Hobyo,5.35,48.53,77.7,80,40,23.78,1596152956,SO
Kazachinskoye,57.7,93.28,56.88,94,100,6.13,1596152956,RU
Koupéla,12.18,-0.35,81.43,70,18,10.38,1596152956,BF
Arlit,18.74,7.39,96.84,14,40,5.91,1596152957,NE
Żurrieq,35.83,14.47,82.0,74,0,2.24,1596152957,MT
Simpang,-1.27,104.08,74.5,89,100,3.47,1596152957,ID
Santa Maria,-29.68,-53.81,46.6,91,12,6.13,1596152793,BR
Terra Nova,-12.37,-40.67,60.8,87,18,2.24,1596152958,BR
Oddur,4.12,43.89,73.27,75,18,16.78,1596152958,SO
Dongxing,45.37,130.8,78.44,64,16,4.72,1596152958,CN
Chumikan,54.72,135.31,53.87,96,100,17.56,1596152959,RU
Margate,51.38,1.39,68.0,79,2,1.99,1596152875,GB
Braniewo,54.38,19.82,58.08,81,60,17.11,1596152959,PL
Kalangala,-0.31,32.23,71.6,78,20,4.7,1596152959,UG
Warrington,53.39,-2.58,68.0,68,77,6.93,1596152960,GB
Otavi,-19.65,17.33,54.36,38,0,11.45,1596152960,NA
Whitehorse,60.72,-135.05,78.01,41,20,14.99,1596152960,CA
Tateyama,34.98,139.87,75.2,94,75,3.36,1596152960,JP
Mogadishu,2.04,45.34,77.25,85,49,16.8,1596152961,SO
Immokalee,26.42,-81.42,93.2,52,1,6.93,1596152961,US
Belomorsk,64.52,34.77,53.78,84,100,15.75,1596152961,RU
Atar,20.52,-13.05,88.79,44,100,2.26,1596152962,MR
Iquique,-20.22,-70.14,59.0,72,20,13.87,1596152936,CL
Bida,9.08,6.02,75.15,93,98,1.1,1596152962,NG
Inverell,-29.78,151.12,59.0,59,0,1.99,1596152962,AU
Kerema,-7.96,145.78,75.74,85,96,12.48,1596152962,PG
Biscarrosse,44.39,-1.17,84.2,48,71,16.11,1596152963,FR
Baracoa,20.35,-74.5,80.4,78,70,21.07,1596152963,CU
Whitewater,42.83,-88.73,75.99,66,51,9.1,1596152963,US
Werda,-25.27,23.28,50.99,40,0,6.69,1596152963,BW
Los Alamos,35.89,-106.31,89.6,8,1,13.87,1596152964,US
Ajdabiya,30.76,20.23,74.12,78,0,9.91,1596152964,LY
Spearfish,44.49,-103.86,82.0,34,64,5.01,1596152964,US
Fukuechō,32.69,128.84,80.6,94,75,3.36,1596152964,JP
Bonthe,7.53,-12.51,76.3,86,97,5.14,1596152964,SL
Kulhudhuffushi,6.62,73.07,81.93,77,27,18.77,1596152965,MV
Tautira,-17.73,-149.15,84.2,70,75,9.17,1596152965,PF
Verāval,20.9,70.37,82.92,83,100,10.89,1596152965,IN
Kuala Terengganu,5.33,103.14,75.2,100,20,4.7,1596152965,MY
Makakilo City,21.35,-158.09,87.8,43,20,12.75,1596152966,US
Mwingi,-0.93,38.06,67.1,81,43,10.25,1596152966,KE
Sawtell,-30.38,153.1,61.0,63,75,16.11,1596152966,AU
Kaeo,-35.1,173.78,60.01,3,99,8.99,1596152966,NZ
Salalah,17.02,54.09,82.4,94,40,4.7,1596152967,OM
Westport,41.14,-73.36,82.4,69,1,8.7,1596152967,US
Mahibadhoo,3.78,72.97,82.76,77,75,16.42,1596152967,MV
Matara,5.95,80.54,78.01,90,100,9.86,1596152967,LK
Sann,26.04,68.14,89.6,55,20,11.41,1596152968,PK
Oistins,13.07,-59.53,82.4,74,20,13.87,1596152753,BB
Seydi,39.48,62.91,79.36,42,64,7.07,1596152968,TM
Morondava,-20.28,44.28,65.88,75,0,14.32,1596152968,MG
Maniitsoq,65.42,-52.9,45.97,83,0,4.61,1596152969,GL
Ocampo,21.65,-101.5,69.44,58,86,9.24,1596152969,MX
